date,value
2026-01-28,103.27
2026-01-29,103.376
2026-01-30,103.488
2026-02-02,103.268
2026-02-03,103.6
2026-02-04,103.728
2026-02-05,104.354
2026-02-06,104.074
2026-02-09,103.472
2026-02-10,103.558
2026-02-11,103.53
2026-02-12,104.164
2026-02-13,104.12
2026-02-17,104.058
2026-02-18,103.924
2026-02-19,104.046
2026-02-20,103.818
2026-02-23,104.202
2026-02-24,103.91
2026-02-25,103.586
2026-02-26,103.726
2026-02-27,103.972
2026-03-02,104.288
2026-03-03,104.714
2026-03-04,104.23
2026-03-05,104.75
2026-03-06,105.898
2026-03-09,105.1
2026-03-10,104.986
2026-03-11,104.846
2026-03-12,105.458
2026-03-13,105.438
2026-03-16,104.702
2026-03-17,104.474
2026-03-18,105.018
2026-03-19,104.812
2026-03-20,105.356
2026-03-23,105.23
2026-03-24,105.39
2026-03-25,105.066
2026-03-26,105.488
2026-03-27,106.21
2026-03-30,106.122
2026-03-31,105.05
2026-04-01,104.908
2026-04-02,104.774
2026-04-06,104.834
2026-04-07,105.156
2026-04-08,104.208
2026-04-09,103.898
2026-04-10,103.846
2026-04-13,103.824
2026-04-14,103.672
2026-04-15,103.634
2026-04-16,103.588
2026-04-17,103.496
2026-04-20,103.774
2026-04-21,103.9
2026-04-22,103.784
2026-04-23,103.862
2026-04-24,103.742
2026-04-27,103.604
2026-04-28,103.566
2026-04-29,103.762
2026-04-30,103.378
2026-05-01,103.398
2026-05-04,103.658
2026-05-05,103.476
2026-05-06,103.478
2026-05-07,103.416
2026-05-08,103.438
2026-05-11,103.676
2026-05-12,103.598
2026-05-13,103.574
2026-05-14,103.452
2026-05-15,103.686
2026-05-18,103.564
2026-05-19,103.612
2026-05-20,103.488
2026-05-21,103.352
2026-05-22,103.34
2026-05-25,103.318
2026-05-26,103.402
2026-05-27,103.258
2026-05-28,103.148
