date,value
2025-09-11,3.7765
2025-09-12,3.7771
2025-09-15,3.7883
2025-09-16,3.7963
2025-09-17,3.7886
2025-09-18,3.7884
2025-09-19,3.7854
2025-09-22,3.7932
2025-09-23,3.7997
2025-09-24,3.7942
2025-09-25,3.8009
2025-09-26,3.7835
2025-09-29,3.7934
2025-09-30,3.7954
2025-10-01,3.7955
2025-10-02,3.7996
2025-10-03,3.7998
2025-10-06,3.7964
2025-10-07,3.8069
2025-10-08,3.7956
2025-10-09,3.7972
2025-10-10,3.8599
2025-10-13,3.8284
2025-10-14,3.8497
2025-10-15,3.8477
2025-10-16,3.9037
2025-10-17,3.8494
2025-10-20,3.8188
2025-10-21,3.8144
2025-10-22,3.8232
2025-10-23,3.8076
2025-10-24,3.7964
2025-10-27,3.7895
2025-10-28,3.797
2025-10-29,3.803
2025-10-30,3.8029
2025-10-31,3.8093
2025-11-03,3.806
2025-11-04,3.828
2025-11-05,3.8161
2025-11-06,3.834
2025-11-07,3.829
2025-11-10,3.8112
2025-11-11,3.8074
2025-11-12,3.8101
2025-11-13,3.84
2025-11-14,3.838
2025-11-17,3.8686
2025-11-18,3.8963
2025-11-19,3.8839
2025-11-20,3.917
2025-11-21,3.8812
2025-11-24,3.8462
2025-11-25,3.8227
2025-11-26,3.8063
2025-11-28,3.7962
2025-12-01,3.8069
2025-12-02,3.7991
2025-12-03,3.793
2025-12-04,3.7894
2025-12-05,3.7849
2025-12-08,3.7999
2025-12-09,3.8032
2025-12-10,3.7892
2025-12-11,3.7782
2025-12-12,3.7889
2025-12-15,3.798
2025-12-16,3.7978
2025-12-17,3.8114
2025-12-18,3.8024
2025-12-19,3.7789
2025-12-22,3.769
2025-12-23,3.768
2025-12-24,3.7616
2025-12-26,3.7632
2025-12-29,3.7704
2025-12-30,3.772
2025-12-31,3.7794
2026-01-02,3.7741
2026-01-05,3.7788
2026-01-06,3.777
2026-01-07,3.7846
2026-01-08,3.7854
2026-01-09,3.7739
2026-01-12,3.7814
2026-01-13,3.7918
2026-01-14,3.801
2026-01-15,3.7901
2026-01-16,3.7903
2026-01-20,3.8411
2026-01-21,3.8028
2026-01-22,3.7877
2026-01-23,3.7931
2026-01-26,3.7938
2026-01-27,3.7962
2026-01-28,3.7962
2026-01-29,3.8026
2026-01-30,3.8093
2026-02-02,3.7961
2026-02-03,3.816
2026-02-04,3.8237
2026-02-05,3.8612
2026-02-06,3.8444
2026-02-09,3.8083
2026-02-10,3.8135
2026-02-11,3.8118
2026-02-12,3.8498
2026-02-13,3.8472
2026-02-17,3.8435
2026-02-18,3.8354
2026-02-19,3.8428
2026-02-20,3.8291
2026-02-23,3.8521
2026-02-24,3.8346
2026-02-25,3.8152
2026-02-26,3.8236
2026-02-27,3.8383
2026-03-02,3.8573
2026-03-03,3.8828
2026-03-04,3.8538
2026-03-05,3.885
2026-03-06,3.9539
2026-03-09,3.906
2026-03-10,3.8992
2026-03-11,3.8908
2026-03-12,3.9275
2026-03-13,3.9263
2026-03-16,3.8821
2026-03-17,3.8684
2026-03-18,3.9011
2026-03-19,3.8887
2026-03-20,3.9214
2026-03-23,3.9138
2026-03-24,3.9234
2026-03-25,3.904
2026-03-26,3.9293
2026-03-27,3.9726
2026-03-30,3.9673
2026-03-31,3.903
2026-04-01,3.8945
2026-04-02,3.8864
2026-04-06,3.89
2026-04-07,3.9094
2026-04-08,3.8525
2026-04-09,3.8339
2026-04-10,3.8308
2026-04-13,3.8294
2026-04-14,3.8203
2026-04-15,3.818
2026-04-16,3.8153
2026-04-17,3.8098
2026-04-20,3.8264
2026-04-21,3.834
2026-04-22,3.827
2026-04-23,3.8317
2026-04-24,3.8245
2026-04-27,3.8162
2026-04-28,3.814
2026-04-29,3.8257
2026-04-30,3.8027
2026-05-01,3.8039
2026-05-04,3.8195
2026-05-05,3.8086
2026-05-06,3.8087
2026-05-07,3.805
2026-05-08,3.8063
2026-05-11,3.8206
2026-05-12,3.8159
2026-05-13,3.8144
2026-05-14,3.8071
2026-05-15,3.8212
2026-05-18,3.8138
2026-05-19,3.8167
2026-05-20,3.8093
2026-05-21,3.8011
2026-05-22,3.8004
2026-05-25,3.7991
2026-05-26,3.8041
2026-05-27,3.7955
2026-05-28,3.7889
