date,value
2026-01-28,4.635
2026-01-29,4.688
2026-01-30,4.744
2026-02-02,4.634
2026-02-03,4.8
2026-02-04,4.864
2026-02-05,5.177
2026-02-06,5.037
2026-02-09,4.736
2026-02-10,4.779
2026-02-11,4.765
2026-02-12,5.082
2026-02-13,5.06
2026-02-17,5.029
2026-02-18,4.962
2026-02-19,5.023
2026-02-20,4.909
2026-02-23,5.101
2026-02-24,4.955
2026-02-25,4.793
2026-02-26,4.863
2026-02-27,4.986
2026-03-02,5.144
2026-03-03,5.357
2026-03-04,5.115
2026-03-05,5.375
2026-03-06,5.949
2026-03-09,5.55
2026-03-10,5.493
2026-03-11,5.423
2026-03-12,5.729
2026-03-13,5.719
2026-03-16,5.351
2026-03-17,5.237
2026-03-18,5.509
2026-03-19,5.406
2026-03-20,5.678
2026-03-23,5.615
2026-03-24,5.695
2026-03-25,5.533
2026-03-26,5.744
2026-03-27,6.105
2026-03-30,6.061
2026-03-31,5.525
2026-04-01,5.454
2026-04-02,5.387
2026-04-06,5.417
2026-04-07,5.578
2026-04-08,5.104
2026-04-09,4.949
2026-04-10,4.923
2026-04-13,4.912
2026-04-14,4.836
2026-04-15,4.817
2026-04-16,4.794
2026-04-17,4.748
2026-04-20,4.887
2026-04-21,4.95
2026-04-22,4.892
2026-04-23,4.931
2026-04-24,4.871
2026-04-27,4.802
2026-04-28,4.783
2026-04-29,4.881
2026-04-30,4.689
2026-05-01,4.699
2026-05-04,4.829
2026-05-05,4.738
2026-05-06,4.739
2026-05-07,4.708
2026-05-08,4.719
2026-05-11,4.838
2026-05-12,4.799
2026-05-13,4.787
2026-05-14,4.726
2026-05-15,4.843
2026-05-18,4.782
2026-05-19,4.806
2026-05-20,4.744
2026-05-21,4.676
2026-05-22,4.67
2026-05-25,4.659
2026-05-26,4.701
2026-05-27,4.629
2026-05-28,4.574
